,urls
1067,https://medium.com/sportsraid/nba-predictions-tiers-and-fears-for-the-2018-2019-season-basketball-rankings-preview-9555fef14362?source=topic_page---------1750------------------1
1068,https://medium.com/@malcolmlemmons/why-talking-about-my-failures-helped-me-in-life-after-sports-1b4f9c3335c0?source=topic_page---------1751------------------1
1069,https://medium.com/the-asian-canadian/linsanity-in-hindsight-an-intersection-of-race-masculinity-and-power-a02dad6e43ca?source=topic_page---------1752------------------1
1070,https://medium.com/@sheanorling/joel-embiid-hates-the-boston-celtics-111c2ee0be19?source=topic_page---------1753------------------1
1071,https://medium.com/@emmasklar/zen-for-losers-5f06a09fb4ad?source=topic_page---------1754------------------1
1072,https://medium.com/@leebasford/cx-nobeyama-rapha-supercross-c55bfec1b3b7?source=topic_page---------1755------------------1
1073,https://metizamagazine.com/simone-biles-responds-to-usa-gymnastics-interim-ceos-anti-nike-tweet-adc1dc24b800?source=topic_page---------1756------------------1
1074,https://sundaypuncher.com/wbss-tete-aloyan-undercard-report-45d2b2f8e6dd?source=topic_page---------1757------------------1
1075,https://marinersblog.mlblogs.com/2018-in-review-mitch-haniger-2fed3153cfa8?source=topic_page---------1758------------------1
1076,https://medium.com/@GriffinAnalysis/is-the-nations-league-good-d596ab3545f2?source=topic_page---------1759------------------1
1077,https://medium.com/@lonshapiro/seismic-activity-reported-in-sand-diego-l-a-and-vegas-ef0f37eaa63d?source=topic_page---------1760------------------1
1078,https://medium.com/@mahbubkamaly/the-first-ever-red-card-was-given-only-44-years-ago-and-heres-why-4c201add3beb?source=topic_page---------1761------------------1
1079,https://medium.com/unpluggd-mag/giannis-for-mvp-carmelo-for-cpoy-predicting-the-2019-nba-awards-show-4725784efbfa?source=topic_page---------1762------------------1
1080,https://medium.com/@malcolmlemmons/heres-why-your-sports-experience-is-so-valuable-in-life-6e9c878b12d8?source=topic_page---------1763------------------1
1081,https://medium.com/hackernoon/how-sports-teams-athletes-and-fans-reap-the-rewards-of-big-data-22d07a85f7fc?source=topic_page---------1764------------------1
1082,https://medium.com/@raleighmccool/breaking-out-the-big-sticks-and-breaking-down-the-dodgers-brewers-nlcs-matchup-d08a8342cc4?source=topic_page---------1765------------------1
1083,https://lifeinrepeat.com/5-predictions-for-the-2018-2019-raptors-season-72feec05640c?source=topic_page---------1766------------------1
1084,https://medium.com/peoples-world/brutality-not-limited-to-the-ice-at-the-nhl-bd30752caaa?source=topic_page---------1767------------------1
1085,https://medium.com/unpluggd-mag/lebron-or-jay-z-determining-the-ultimate-nba-player-and-rapper-comparisons-416df22e8dd?source=topic_page---------1768------------------1
1086,https://medium.com/@valustrat/hosting-mega-sporting-events-a-boost-for-the-host-nations-economy-af0df5e95874?source=topic_page---------1769------------------1
1087,https://medium.com/@whitcombln/wwe-evolution-may-be-historic-but-will-it-revolutionary-19fa2e08a7f4?source=topic_page---------1770------------------1
1088,https://medium.com/lets-get-dnafit/higher-testosterone-levels-in-female-athletes-genetic-advantage-or-unfair-competitive-edge-301c3531004a?source=topic_page---------1771------------------1
1089,https://soccernsweettea.com/north-carolina-fc-need-a-little-help-from-their-friends-on-the-seasons-final-weekend-444e3397984?source=topic_page---------1772------------------1
1090,https://medium.com/hit-bull-win-blog/catching-up-with-charlie-montoyo-in-florida-838cf91324a3?source=topic_page---------1773------------------1
1091,https://medium.com/oxford-university/why-getting-active-at-university-is-the-smart-choice-4966985e15d7?source=topic_page---------1774------------------1
1092,https://medium.com/@abak3204/3-nba-teams-that-might-surprise-you-this-season-6521ee47ad92?source=topic_page---------1775------------------1
1093,https://medium.com/the-hit-job/week-6-nfl-picks-against-the-spread-football-betting-picks-road-week-eagles-vikings-jaguars-f603a98d745?source=topic_page---------1776------------------1
1094,https://medium.com/s/story/skateboarding-will-be-in-the-olympics-in-less-than-two-years-4bdcb8734061?source=topic_page---------1777------------------1
1095,https://medium.com/@JohnWight1/conor-mcgregor-victim-of-an-american-dream-that-takes-more-than-it-ever-gives-f4c577726bb6?source=topic_page---------1778------------------1
1096,https://medium.com/@josefrindl/opinion-manchester-uniteds-epic-comeback-against-newcastle-is-exactly-what-their-fans-deserve-dc25e6111dfe?source=topic_page---------1779------------------1
1097,https://medium.com/mel-magazine/is-spikeball-too-bro-tastic-for-the-big-leagues-2d86712622f9?source=topic_page---------1780------------------1
1098,https://medium.com/@simoncromie/robertsons-triumph-is-a-dreamlike-sporting-moment-and-its-significance-should-not-be-downplayed-1d6f68287b51?source=topic_page---------1781------------------1
1099,https://medium.com/@TrukeLayser/the-remarkable-rise-of-gritty-11b887aaaa14?source=topic_page---------1782------------------1
1100,https://medium.com/@sandil/dutch-defence-at-the-heart-of-liverpool-63e867c80803?source=topic_page---------1783------------------1
1101,https://towardsdatascience.com/modeling-mlbs-2018-playoff-teams-b3c67481edb2?source=topic_page---------1784------------------1
1102,https://medium.com/@laraparpan/how-to-get-into-sports-after-youve-turned-30-822f1df86fd7?source=topic_page---------1785------------------1
1103,https://medium.com/@riley.poole/baseballs-most-famous-photograph-f02fc9c861c9?source=topic_page---------1786------------------1
1104,https://medium.com/@LakerTom/does-luke-need-help-with-xs-o-s-57ceff90bf4f?source=topic_page---------1787------------------1
1105,https://medium.com/sportsraid/best-nba-over-under-bets-for-2018-2019-season-basketball-vegas-betting-raptors-knicks-suns-pelicans-87d2539adb2b?source=topic_page---------1788------------------1
1106,https://medium.com/@OurLifeLogs/cooper-strong-91ed0505f104?source=topic_page---------1789------------------1
1107,https://medium.com/@BrendonFitz/demar-derozan-is-going-to-drop-50-on-the-raptors-ebd740b25bef?source=topic_page---------1790------------------1
1108,https://medium.com/@6s_n_7s/international-transfer-activity-477655b2d105?source=topic_page---------1791------------------1
1109,https://medium.com/mel-magazine/inside-the-guts-of-the-worlds-strongest-men-fc7edde5ea17?source=topic_page---------1792------------------1
1110,https://medium.com/@andymiah/the-youth-olympic-games-and-the-future-of-sport-a72b6d003b0b?source=topic_page---------1793------------------1
1111,https://medium.com/@LucasCasaletto/its-time-the-eagles-need-to-trade-for-le-veon-bell-8947267b878f?source=topic_page---------1794------------------1
1112,https://dodgers.mlblogs.com/machado-freese-push-dodgers-to-the-national-league-championship-series-7dcee965a14c?source=topic_page---------1795------------------1
1113,https://medium.com/thenewarab/the-backlash-against-khabib-is-racist-and-islamophobic-3b8dc5a8a395?source=topic_page---------1796------------------1
1114,https://medium.com/holyfieldco/prepared-for-the-parker-problem-bad332ac33e3?source=topic_page---------1797------------------1
1115,https://medium.com/mel-magazine/what-the-sports-science-says-about-tom-brady-wanting-to-play-until-hes-50-f7388bcdb20d?source=topic_page---------1798------------------1
1116,https://universobeisbol.mlblogs.com/tribute-to-peter-bjarkman-in-a-place-that-he-loved-1c3e90d6aa12?source=topic_page---------1799------------------1
1117,https://medium.com/@mramoslynch/why-khabib-lost-the-real-fight-against-connor-mcgregor-44edb5725571?source=topic_page---------1800------------------1
1118,https://medium.com/@tom.stevenson78/this-one-incident-sums-up-the-society-we-live-in-8819abce04e8?source=topic_page---------1801------------------1
1119,https://medium.com/mel-magazine/the-sikh-boxers-fighting-to-keep-their-beards-in-the-ring-9e1e4c29555b?source=topic_page---------1802------------------1
1120,https://medium.com/running-with-data/to-bq-or-not-to-bq-bec1fb770087?source=topic_page---------1803------------------1
1121,https://medium.com/@patrickd3rd/when-we-cheer-on-marathon-runners-are-we-applauding-the-right-thing-3756fc2898fd?source=topic_page---------1804------------------1
1122,https://medium.com/mel-magazine/an-mma-fighter-was-recently-beaten-to-a-pulp-in-the-octagon-so-why-didnt-the-fight-stop-45531cf62dbd?source=topic_page---------1805------------------1
1123,https://dodgers.mlblogs.com/clayton-kershaws-best-leads-the-dodgers-to-a-2-0-series-lead-e59c568ffff9?source=topic_page---------1806------------------1
1124,https://justthewest.com/week-5-lar-vs-sea-game-day-thoughts-3693ceea9159?source=topic_page---------1807------------------1
1125,https://medium.com/the-word-is-not-enough/nba-predictions-for-2018-2019-b64aa5b6aa5e?source=topic_page---------1808------------------1
1126,https://medium.com/@williamtriska/geopolitical-proxies-and-bit-of-matchmaking-magic-3abaa3508e42?source=topic_page---------1809------------------1
1127,https://medium.com/@e.raulli2/draft-thoughts-a-machine-for-jumping-to-conclusions-4a39ca79fe93?source=topic_page---------1810------------------1
1128,https://medium.com/@gaskell.nick/the-brazilian-storm-how-brazil-is-taking-over-surfing-8d0b0e2f050f?source=topic_page---------1811------------------1
1129,https://medium.com/@taliscrew/the-journey-of-the-cronulla-molokai-sharks-4176b4e7c3f1?source=topic_page---------1812------------------1
1130,https://thelacesout.com/the-greatest-game-ive-ever-attended-376127008067?source=topic_page---------1813------------------1
1131,https://medium.com/@Jusincredible/soundtrack-to-my-season-milwaukee-bucks-960851682859?source=topic_page---------1814------------------1
1132,https://medium.com/@ennyman/remembering-cy-young-31e6d531c97a?source=topic_page---------1815------------------1
1133,https://medium.com/@jdsaffre/major-league-baseballs-john-mcgraw-trophy-2018-red-sox-win-first-ever-regular-season-title-e0f90ff4ee0a?source=topic_page---------1816------------------1
1134,https://medium.com/behind-local-news-uk/newsroom-unite-in-fight-for-a-fairer-football-deal-9ef68f072ad7?source=topic_page---------1817------------------1
1135,https://medium.com/morehouse-advanced-news-writing-fal-2018/crushed-wings-89d0ae8fa9c7?source=topic_page---------1818------------------1
1136,https://medium.com/@billyspringer/four-reasons-why-the-pga-is-winning-and-the-nfl-is-losing-4b6d6719e2d0?source=topic_page---------1819------------------1
1137,https://dodgers.mlblogs.com/a-quick-glance-shows-the-dodgers-have-the-momentum-coming-in-1f1d0f9edb8d?source=topic_page---------1820------------------1
1138,https://medium.com/@R_Williams03/lebron-james-bigger-than-basketball-805e19ed3ac9?source=topic_page---------1821------------------1
1139,https://medium.com/@geekdads/how-much-action-is-in-an-nfl-football-game-193c37d469e5?source=topic_page---------1822------------------1
1140,https://medium.com/this-is-badminton/the-total-badminton-of-kento-momota-4f53e45510ec?source=topic_page---------1823------------------1
1141,https://medium.com/the-dad-hammer-pub/making-memories-my-daughters-first-college-football-game-9d9a751ac3fe?source=topic_page---------1824------------------1
1142,https://medium.com/@taliscrew/we-paddle-for-hawaii-5108232f792b?source=topic_page---------1825------------------1
1143,https://sfgiants.mlblogs.com/a-message-from-giants-president-ceo-larry-baer-73b7f172f82a?source=topic_page---------1826------------------1
1144,https://medium.com/@lloydsparks/off-the-deep-end-8225110dc5bd?source=topic_page---------1827------------------1
1145,https://elemental.medium.com/olympic-skater-adam-rippon-wants-a-more-elaborate-skin-care-routine-3f9c4fe17149?source=topic_page---------1828------------------1
1146,https://medium.com/@rhdnewsglobal/things-to-pay-attention-to-during-the-nfls-week-4-rhd-news-c1a32eeee368?source=topic_page---------1829------------------1
1147,https://medium.com/sportsraid/individual-goals-the-knicks-should-set-themselves-5d074f7f24b3?source=topic_page---------1830------------------1
1148,https://medium.com/@bradcallas/anatomy-of-detroits-decline-3ac83111fa88?source=topic_page---------1831------------------1
1149,https://medium.com/ucla-magazine/final-service-7a267f119a2?source=topic_page---------1832------------------1
1150,https://medium.com/gridiron-ai/performance-of-top-running-backs-776b574095bb?source=topic_page---------1833------------------1
1151,https://ourgame.mlblogs.com/ten-things-i-think-i-think-for-monday-october-1-a0442c18be57?source=topic_page---------1834------------------1
1152,https://medium.com/@Jessicaptain/race-anecdotes-pikes-peak-hill-climb-2b6b141b2378?source=topic_page---------1835------------------1
1153,https://dodgers.mlblogs.com/hill-excels-offense-explodes-and-a-dodger-sweep-sets-up-an-nl-west-tiebreaker-9b5cf01c0663?source=topic_page---------1836------------------1
1154,https://medium.com/@Bryan_S_Harvey/in-the-delivery-room-with-tim-duncan-7ffd1dd18f42?source=topic_page---------1837------------------1
1155,https://medium.com/datadriveninvestor/faster-higher-stronger-ml-on-olympics-e0268d9d198?source=topic_page---------1838------------------1
1156,https://medium.com/@nceakin/the-comfort-of-watching-sports-in-the-era-of-trump-43e6f9bb3af9?source=topic_page---------1839------------------1
1157,https://royals.mlblogs.com/mondesi-keeps-running-e292ddb25e8a?source=topic_page---------1840------------------1
1158,https://medium.com/@LakerTom/lakers-doubling-down-on-small-ball-24f00f71735a?source=topic_page---------1841------------------1
1159,https://medium.com/@IntelligentCFB/the-complete-but-abridged-history-of-college-football-the-greatest-game-there-ever-was-394c8fdae11f?source=topic_page---------1842------------------1
1160,https://medium.com/mel-magazine/the-female-cheerleader-is-a-recent-invention-4682d067d7e5?source=topic_page---------1843------------------1
1161,https://medium.com/@Shashamir/why-fan-engagement-is-very-important-6b0302b25c5f?source=topic_page---------1844------------------1
1162,https://medium.com/running-with-data/how-to-run-a-boston-qualifying-time-at-the-2018-chicago-marathon-f34855aaa522?source=topic_page---------1845------------------1
1163,https://medium.com/mel-magazine/this-pro-wrestlers-signature-move-is-being-one-of-your-girlfriend-s-favorite-bachelorette-8c387f013a3b?source=topic_page---------1846------------------1
1164,https://medium.com/s/the-edge-of-adulthood/zebediah-sheldon-athlete-activist-outdoorsman-ee50a48a97a7?source=topic_page---------1847------------------1
1165,https://medium.com/s/the-edge-of-adulthood/wyatt-lindquist-frisbee-player-entrepreneur-31f5a23c35c4?source=topic_page---------1848------------------1
1166,https://medium.com/s/the-edge-of-adulthood/tirique-williams-martial-artist-with-a-second-degree-black-belt-50faad64a21c?source=topic_page---------1849------------------1
1167,https://medium.com/s/the-edge-of-adulthood/theo-wease-jr-the-promising-football-player-821409bef88f?source=topic_page---------1850------------------1
1168,https://medium.com/s/the-edge-of-adulthood/abigail-gringeri-runner-with-a-5-13-gpa-237e10334a43?source=topic_page---------1851------------------1
1169,https://medium.com/s/the-edge-of-adulthood/vincent-zhou-olympic-figure-skater-existentialist-patriot-5637d62b0f10?source=topic_page---------1852------------------1
1170,https://medium.com/@paulnyhart/the-unwritten-rule-baseball-players-should-have-written-by-now-3d474b5d1103?source=topic_page---------1853------------------1
1171,https://medium.com/mesh-point-scouting/nick-bosa-and-the-concept-of-synchronization-26bd2c3b968b?source=topic_page---------1854------------------1
1172,https://medium.com/predict/the-bleak-future-of-the-nfl-a06b94b50253?source=topic_page---------1855------------------1
1173,https://medium.com/football-applied/what-makes-the-premier-league-marketable-2fcb21ecfb4b?source=topic_page---------1856------------------1
1174,https://medium.com/the-establishment/serena-williams-naomi-osaka-and-the-right-kind-of-woman-e7cd7a646163?source=topic_page---------1857------------------1
1175,https://medium.com/@frankpereznv/canelo-golovkin-ii-4ed6e3a2f974?source=topic_page---------1858------------------1
1176,https://medium.com/s/nautilus-turbulence/why-the-world-cup-suddenly-has-so-many-goals-6c3f093efdb7?source=topic_page---------1859------------------1
1177,https://medium.com/sportsraid/every-possible-jimmy-butler-trade-and-four-best-fits-nba-minnesota-timberwolves-toronto-miami-philadelphia-a07be7b7085c?source=topic_page---------1860------------------1
1178,https://medium.com/pcmag-access/high-tech-perks-mean-sports-fans-are-no-longer-on-the-sidelines-de6c1964ec8a?source=topic_page---------1861------------------1
1179,https://medium.com/@aarondebee/the-penalty-bigger-than-kaepernick-68fc60ec0374?source=topic_page---------1862------------------1
1180,https://medium.com/@akamara/andrew-wiggins-and-the-quest-for-a-heart-ff4f98abcabb?source=topic_page---------1863------------------1
1181,https://marinersblog.mlblogs.com/f%C3%A9lix-hern%C3%A1ndez-becomes-a-u-s-citizen-c85ec812750?source=topic_page---------1864------------------1
1182,https://gothamsn.com/finally-pat-shurmur-has-the-guts-to-bench-ereck-flowers-3d0601579ff4?source=topic_page---------1865------------------1
1183,https://medium.com/@kitanyaharrison/what-vontae-daviss-shocking-halftime-retirement-teaches-us-about-quitting-5a262c133b6?source=topic_page---------1866------------------1
1184,https://dodgers.mlblogs.com/dodgers-set-franchise-home-run-record-and-keep-nl-west-lead-d7fe10b5a975?source=topic_page---------1867------------------1
1185,https://nemhouse.com/what-i-really-think-about-russell-wilson-b57e32eb41de?source=topic_page---------1868------------------1
1186,https://dodgers.mlblogs.com/the-legendary-jaime-jarr%C3%ADn-now-a-permanent-fixture-at-dodger-stadium-aa24ea8dc384?source=topic_page---------1869------------------1
1187,https://medium.com/the-hollywood-reporter/lebron-james-is-already-winning-hollywood-4cd20beea2b2?source=topic_page---------1870------------------1
1188,https://sfgiants.mlblogs.com/spongebob-dekes-and-gettin-swole-brandon-crawford-3b7c64f153ca?source=topic_page---------1871------------------1
1189,https://medium.com/running-with-data/2-01-39-in-berlin-425a20f2fe98?source=topic_page---------1872------------------1
1190,https://medium.com/@brigittecutshall/6-things-sports-can-teach-you-from-a-youth-perspective-79eeefbae3d5?source=topic_page---------1873------------------1
1191,https://medium.com/the-edict/novak-djokovic-an-unanticipated-yet-unsurprising-renaissance-ebc18ad00a6f?source=topic_page---------1874------------------1
1192,https://elemental.medium.com/whats-the-perfect-amount-of-running-for-good-health-9470cfafaabd?source=topic_page---------1875------------------1
1193,https://dodgers.mlblogs.com/jaime-jarr%C3%ADn-agrees-to-multi-year-contract-extension-in-2019-and-2020-b55aac7943fb?source=topic_page---------1876------------------1
1194,https://medium.com/s/nautilus-genius/how-jocks-and-mathletes-are-alike-ffcf27445301?source=topic_page---------1877------------------1
1195,https://medium.com/s/story/how-many-coincidences-does-it-take-to-screw-over-colin-kaepernick-ea-nfl-b82aa77207ab?source=topic_page---------1878------------------1
1196,https://medium.com/@parango46/serena-78aecb94e3b6?source=topic_page---------1879------------------1
1197,https://medium.com/the-hit-job/which-winless-nfl-team-will-still-make-the-playoffs-0-2-football-2018-texans-seahawks-giants-749f5cbf1419?source=topic_page---------1880------------------1
1198,https://medium.com/@JohnWight1/the-pre-history-of-boxing-homers-patroclus-to-jack-johnson-s-defiance-4180bb04c15d?source=topic_page---------1881------------------1
1199,https://medium.com/@dirtydub47/kyler-murray-unlocks-oklahomas-full-potential-ce7dcb9ab92b?source=topic_page---------1882------------------1
1200,https://medium.com/@_christi._/why-ive-stopped-fighting-f396e8f58ec5?source=topic_page---------1883------------------1
1201,https://medium.com/@hans.knechtions/trading-khalil-mack-was-the-correct-choice-even-though-it-hurts-504080e4d3f1?source=topic_page---------1884------------------1
1202,https://medium.com/how-americans-in-paris-changed-the-world/why-our-first-black-heavyweight-champion-published-his-autobiography-in-paris-and-in-french-b0f3ab839299?source=topic_page---------1885------------------1
1203,https://medium.com/university-of-florida-college-of-journalism-and/why-i-had-to-stop-hating-cheerleading-fb2404ea5c03?source=topic_page---------1886------------------1
1204,https://medium.com/@jordantaylor_88133/the-ncaa-should-loosen-its-stranglehold-on-student-athletes-pockets-1d20100ce525?source=topic_page---------1887------------------1
1205,https://medium.com/@AndyTarsy/if-you-could-be-like-nike-would-you-827a561a5d57?source=topic_page---------1888------------------1
1206,https://medium.com/@chrislee.is/eastwards-and-far-ba750ab4410e?source=topic_page---------1889------------------1
1207,https://medium.com/@drivetribe/rally-turkey-tänak-on-top-again-entering-the-championship-battle-bc28f00562b?source=topic_page---------1890------------------1
1208,https://medium.com/grandstandcentral/what-sport-would-2018-bo-jackson-play-8b7a31eb5de1?source=topic_page---------1891------------------1
1209,https://medium.com/sportsraid/the-pedestrian-offense-will-lead-to-a-giant-downfall-eabc4a0859b8?source=topic_page---------1892------------------1
1210,https://medium.com/@JonCrabb/from-0-to-100-training-for-an-ultramarathon-in-four-months-f49c07a5e8c4?source=topic_page---------1893------------------1
1211,https://medium.com/datadriveninvestor/how-getting-into-the-1-club-taught-me-talent-and-effort-isnt-everything-dd402c701bb5?source=topic_page---------1894------------------1
1212,https://medium.com/@marleyk/why-i-stopped-watching-college-and-professional-sports-62c64df62703?source=topic_page---------1895------------------1
1213,https://medium.com/im-not-a-headline-guy/sweet-home-yankee-stadium-7f08499b58ba?source=topic_page---------1896------------------1
1214,https://medium.com/@bradcallas/the-complicated-legacy-of-grant-hill-b71aae499f3e?source=topic_page---------1897------------------1
1215,https://justthewest.com/week-2-az-vs-lar-game-day-thoughts-d7e6f7e8cd35?source=topic_page---------1898------------------1
1216,https://medium.com/the-nola-rundown/browns-saints-what-to-expect-when-cleveland-has-the-ball-cd4b63ff2c0d?source=topic_page---------1899------------------1
1217,https://medium.com/@bpakandam/swilliams-outrage-culture-b8a1e575f8b4?source=topic_page---------1900------------------1
1218,https://royals.mlblogs.com/maverick-how-brett-phillips-is-making-a-name-for-himself-in-kansas-city-131d5f1f8f95?source=topic_page---------1901------------------1
1219,https://medium.com/@andrew.douglas87/the-voice-below-our-feet-2a51ee5d4d8d?source=topic_page---------1902------------------1
1220,https://medium.com/@manvirbhagrath/on-the-miami-heat-what-got-them-here-and-where-do-they-go-now-ad84a7e839d6?source=topic_page---------1903------------------1
1221,https://medium.com/@wrapbox/road-to-the-2020-games-a-day-in-the-life-of-an-elite-judo-athlete-f05b7e332bf4?source=topic_page---------1904------------------1
1222,https://sundaypuncher.com/golovkin-canelo-too-late-169225841e50?source=topic_page---------1905------------------1
1223,https://gothamsn.com/fantasy-football-nightmares-are-very-real-we-have-first-hand-experience-cd43137db6f?source=topic_page---------1906------------------1
1224,https://medium.com/@kabeer.arjun/in-pursuit-of-the-olympic-dream-from-anantapur-to-tokyo-2020-8d0e711425c1?source=topic_page---------1907------------------1
1225,https://medium.com/@andrekimostoneguess/nike-and-kaepernick-want-you-to-believe-in-something-their-bottomline-cc343d29280a?source=topic_page---------1908------------------1
1226,https://medium.com/@andrekimostoneguess/serena-williams-vs-double-standards-and-sexism-85e16c833444?source=topic_page---------1909------------------1
1227,https://medium.com/@matthewistephen/the-future-of-football-coming-to-terms-with-cte-14f0608e1aeb?source=topic_page---------1910------------------1
1228,https://medium.com/@mc_huge/molokai-mission-implausible-14c8fcfe1f8f?source=topic_page---------1911------------------1
1229,https://medium.com/the-hit-job/2018-opening-day-nfl-quarterback-rankings-peterman-bortles-darnold-mahomes-luck-brees-brady-rodgers-4ebd152118ae?source=topic_page---------1912------------------1
1230,https://medium.com/@scoviedo/franchon-crews-the-heavy-hitting-diva-and-much-more-13ae545eeb0c?source=topic_page---------1913------------------1
1231,https://medium.com/datadriveninvestor/does-winning-games-in-the-nfl-equate-to-a-higher-franchise-value-946604e957b?source=topic_page---------1914------------------1
1232,https://medium.com/grandstandcentral/2021-the-year-of-footballs-great-labor-war-9d70f2edabb1?source=topic_page---------1915------------------1
1233,https://medium.com/@kapish24/what-everyone-has-gotten-wrong-about-the-us-open-womens-final-f16ed33a173?source=topic_page---------1916------------------1
1234,https://medium.com/@sean_mcdevitt/umpin-ain-t-easy-8efd1c530edd?source=topic_page---------1917------------------1
1235,https://medium.com/thewashingtonpost/the-long-history-behind-the-racist-attacks-on-serena-williams-3adc05e54d32?source=topic_page---------1918------------------1
1236,https://medium.com/s/the-crypto-collection/real-life-fantasy-football-where-you-call-the-plays-9ef8a60bcd3b?source=topic_page---------1919------------------1
1237,https://medium.com/thenewarab/as-a-sportswoman-of-colour-serena-williams-is-held-to-impossible-standards-2875d18f636c?source=topic_page---------1920------------------1
1238,https://medium.com/@brandedcarter/fifteenforty-unintended-consequences-5e127c7de1ec?source=topic_page---------1921------------------1
1239,https://medium.com/@akamara/jimmy-butler-the-last-of-a-dying-breed-6f1facd818b1?source=topic_page---------1922------------------1
1240,https://medium.com/@j.stokes/serenas-losing-race-d6fd871f9eaa?source=topic_page---------1923------------------1
1241,https://medium.com/@brianrzeppa1/history-may-be-on-matt-patricia-and-the-detroit-lions-side-369c6ef89698?source=topic_page---------1924------------------1
1242,https://medium.com/aclu/an-insiders-account-of-the-nfl-players-take-a-knee-movement-4dcb67f2dfc3?source=topic_page---------1925------------------1
1243,https://medium.com/the-cut/serena-williams-and-the-game-that-cant-be-won-yet-d3d610b39e?source=topic_page---------1926------------------1
1244,https://brightthemag.com/colin-kaepernick-nike-nfl-advertising-campaign-profit-just-do-it-white-house-trump-d2ef2888684a?source=topic_page---------1927------------------1
1245,https://medium.com/aclu/i-fought-for-our-country-now-nfl-players-are-kneeling-for-me-9c5a037ec1c7?source=topic_page---------1928------------------1
1246,https://medium.com/@sthmrrll/why-i-prefer-the-other-nike-ad-no-one-is-talking-about-4a4e09ba683e?source=topic_page---------1929------------------1
1247,https://medium.com/@SunilSharmaUK/nikes-colin-kaepernick-ad-genius-or-brand-damaging-bb8d5f68fb6e?source=topic_page---------1930------------------1
1248,https://medium.com/@justin.chartier4/science-says-the-nhl-needs-to-abolish-body-checking-1d79274afe42?source=topic_page---------1931------------------1
1249,https://medium.com/the-hit-job/sack-mastery-is-khalil-mack-just-a-freak-athlete-2c16153bf68f?source=topic_page---------1932------------------1
1250,https://medium.com/@nilegirl/why-the-war-to-demonize-serena-williams-makes-her-a-winner-ac6c4d167a30?source=topic_page---------1933------------------1
1251,https://medium.com/@kkoczwara/the-art-of-midfield-dbd7c78961?source=topic_page---------1934------------------1
1252,https://medium.com/the-hit-job/how-one-disastrous-coaching-decision-destroyed-chicago-bears-brilliance-nfl-green-bay-packers-matt-nagy-6eb101f12bf4?source=topic_page---------1935------------------1
1253,https://medium.com/@nigeyoung/no-one-is-right-and-thats-okay-1b87dbff9518?source=topic_page---------1936------------------1
1254,https://medium.com/@tomcartney/colin-kaepernick-touchdown-44276beab0a0?source=topic_page---------1937------------------1
1255,https://medium.com/@ashley.barrett/serena-williams-is-fed-up-because-yall-haven-t-been-listening-c7d7cef17d5c?source=topic_page---------1938------------------1
1256,https://medium.com/@zabado11/serena-and-the-male-judge-ce386f45e7de?source=topic_page---------1939------------------1
1257,https://medium.com/@unseenjapan/lets-hail-the-calm-and-collected-sportsmanship-of-osaka-naomi-大坂なおみ-f74b975d3d19?source=topic_page---------1940------------------1
1258,https://medium.com/@gwynngroupinc/ncaa-division-i-football-american-athletic-conference-478fbc797835?source=topic_page---------1941------------------1
1259,https://medium.com/gcmag/lemoore-heats-up-on-surf-ranch-pro-day-2-e0002fef4358?source=topic_page---------1942------------------1
1260,https://medium.com/@camileflosiaraujo/a-little-fire-in-your-heart-instead-of-your-shoes-7ce040b96c4b?source=topic_page---------1943------------------1
1261,https://medium.com/politics-unusual/the-dark-side-of-patriotism-72b8b269cd0c?source=topic_page---------1944------------------1
1262,https://medium.com/sportsraid/josh-rosen-arizona-cardinals-is-a-hated-nfl-quarterback-7d6c8e46cda5?source=topic_page---------1945------------------1
1263,https://medium.com/@EFenaughty/i-have-something-against-the-new-nike-campaign-and-it-isnt-about-kaepernick-86750b9451ef?source=topic_page---------1946------------------1
1264,https://medium.com/@Roberts96Matt/one-small-step-for-nadal-one-giant-leap-for-thiem-b56fc9ea6c3e?source=topic_page---------1947------------------1
1265,https://medium.com/@clukey.julia/what-is-she-wearing-the-policing-of-womens-wear-by-men-d178d42e0091?source=topic_page---------1948------------------1
1266,https://medium.com/peoples-world/does-paying-student-athletes-a-livable-wage-destroy-college-sports-d65a0426a417?source=topic_page---------1949------------------1
1267,https://medium.com/the-hit-job/2018-nfl-season-preview-8-super-bowl-contenders-patriots-eagles-falcons-vikings-chargers-steelers-football-fe61552362d?source=topic_page---------1950------------------1
1268,https://medium.com/@parkergoss/my-week-as-an-internet-less-sports-fan-7c16ceadbe05?source=topic_page---------1951------------------1
1269,https://medium.com/grandstandcentral/what-is-causing-the-nfl-acl-problem-e765eff03eca?source=topic_page---------1952------------------1
1270,https://medium.com/@jrous001/let-nikes-endorsement-of-colin-kaepernick-do-it-s-work-a947d2e903d9?source=topic_page---------1953------------------1
1271,https://medium.com/mel-magazine/how-luke-cage-became-the-superhero-face-of-cte-188b24dea0a7?source=topic_page---------1954------------------1
1272,https://medium.com/@marleyk/a-new-path-to-wealth-without-professional-sports-4fc2c23d17a1?source=topic_page---------1955------------------1
1273,https://medium.com/@jeblount/lets-keep-the-goat-on-the-farm-ed0e539a33bf?source=topic_page---------1956------------------1
1274,https://medium.com/@Al_Neal_STL/does-paying-student-athletes-a-livable-wage-destroy-college-sports-749c73463e23?source=topic_page---------1957------------------1
