,urls
1797,https://medium.com/@david.himbara_27884/arsenal-say-no-to-kagame-reject-rwandas-money-rwandans-need-it-more-than-you-do-beb164a53ef5?source=topic_page---------2480------------------1
1798,https://medium.com/@SFCMO/last-night-my-son-sam-played-in-his-last-high-school-baseball-game-26144569899d?source=topic_page---------2481------------------1
1799,https://medium.com/s/story/an-homage-to-the-terrible-l-a-clippers-d8f97591e6a5?source=topic_page---------2482------------------1
1800,https://ngbaseball.com/greg-bird-may-have-just-made-the-yankees-lineup-invincible-2de085d1ebf8?source=topic_page---------2483------------------1
1801,https://medium.com/theintercept/the-unbearable-whiteness-of-nfl-ownership-6b9b80582d5a?source=topic_page---------2484------------------1
1802,https://medium.com/ido-lechner/10-lessons-playing-soccer-taught-me-about-life-99a0a5cc433b?source=topic_page---------2485------------------1
1803,https://medium.com/@newspoet41/let-workers-speak-nfl-protest-policy-is-corporate-censorship-7188c76dc9ea?source=topic_page---------2486------------------1
1804,https://medium.com/@CounselOWL/i-am-more-of-a-patriot-than-you-are-9e90c9a81b88?source=topic_page---------2487------------------1
1805,https://medium.com/@A_Del/the-nfl-has-made-a-martyr-of-its-players-and-committed-itself-to-injustice-81ec994b18b8?source=topic_page---------2488------------------1
1806,https://dodgers.mlblogs.com/on-this-date-the-clayton-kershaw-era-begins-322361a2d543?source=topic_page---------2489------------------1
1807,https://medium.com/@kitanyaharrison/reaction-to-the-nfls-kaepernick-policy-reveals-fractures-in-ownership-s-united-front-59a145c8a2e1?source=topic_page---------2490------------------1
1808,https://medium.com/@jacksontgatlin/rockets-of-the-past-rockets-of-the-future-c5e1424d72b4?source=topic_page---------2491------------------1
1809,https://medium.com/specialolympics/government-support-is-revolutionary-for-the-future-says-special-olympics-kenya-on-k24-3df1045d73a?source=topic_page---------2492------------------1
1810,https://medium.com/@Jessicaptain/be-gracious-when-you-fail-an-interview-with-angela-pizter-8a3dc8df659c?source=topic_page---------2493------------------1
1811,https://medium.com/waveland-and-sheffield/jose-abreu-clutch-a296a9cdf5a2?source=topic_page---------2494------------------1
1812,https://tigers.mlblogs.com/nicholas-castellanos-feature-efc674ecfed4?source=topic_page---------2495------------------1
1813,https://medium.com/@greggordon_51988/mls-must-choose-between-being-a-well-run-cash-cow-and-a-credible-elite-competition-27c902d30031?source=topic_page---------2496------------------1
1814,https://medium.com/@Andrew_Fine/the-nbas-financial-purgatory-continues-to-hold-teams-hostage-6db83cd06dc4?source=topic_page---------2497------------------1
1815,https://medium.com/@iman.tucker/lessons-from-a-former-athlete-c0bb59c36e7c?source=topic_page---------2498------------------1
1816,https://sundaypuncher.com/staff-picks-adonis-stevenson-vs-badou-jack-e53e4b1b1f58?source=topic_page---------2499------------------1
1817,https://thepiratespress.mlblogs.com/play-ball-day-at-pnc-park-%EF%B8%8F-9fd169ed5e5e?source=topic_page---------2500------------------1
1818,https://thehaloway.mlblogs.com/game-gallery-rays-angels-5-19-18-f149759fe12a?source=topic_page---------2501------------------1
1819,https://medium.com/@mdebose310/the-nfl-isnt-tone-deaf-as-an-organization-it-s-just-trash-9b406a896176?source=topic_page---------2502------------------1
1820,https://medium.com/@wheatonbrando/five-key-trends-that-will-determine-the-celtics-cavs-winner-7d65eb0012b8?source=topic_page---------2503------------------1
1821,https://medium.com/@JayRevell/a-small-slice-of-paradise-a881d38b7add?source=topic_page---------2504------------------1
1822,https://goodfundies.com/keith-and-michael-2de21ee0ccd0?source=topic_page---------2505------------------1
1823,https://dodgers.mlblogs.com/from-the-mag-return-of-the-matt-fe3f1db72b1f?source=topic_page---------2506------------------1
1824,https://medium.com/@hmichaelharvey/wilbert-ellis-the-embodiment-of-the-spirit-of-grambling-2cb66e1d481f?source=topic_page---------2507------------------1
1825,https://36chapters.com/how-kevin-durant-turned-the-nba-upside-down-8e26b29e7d0b?source=topic_page---------2508------------------1
1826,https://medium.com/@ccola324/life-death-baseball-and-sobriety-1d86a044234a?source=topic_page---------2509------------------1
1827,https://medium.com/@e.raulli2/the-94-feet-report-mock-draft-5-0-9518eb9c6323?source=topic_page---------2510------------------1
1828,https://medium.com/@greggordon_51988/make-no-mistake-referee-abuse-works-24f32f42af?source=topic_page---------2511------------------1
1829,https://medium.com/@acjose93/asa-marching-towards-pioneering-work-through-sport-in-rural-india-fc1f55aaf7d3?source=topic_page---------2512------------------1
1830,https://medium.com/grandstandcentral/johnny-manziel-cfl-comeback-shows-dangers-of-calling-players-busts-nfl-hamilton-tigercats-8ca45ab39e55?source=topic_page---------2513------------------1
1831,https://medium.com/@xjuliangarciax/why-the-critics-are-wrong-about-russell-westbrook-48f62437b9be?source=topic_page---------2514------------------1
1832,https://marinersblog.mlblogs.com/bringer-of-energy-mariners-magazine-preview-e68c93a95871?source=topic_page---------2515------------------1
1833,https://thehaloway.mlblogs.com/game-gallery-rays-angels-5-18-18-6221f066be94?source=topic_page---------2516------------------1
1834,https://ourgame.mlblogs.com/the-changing-game-part-6-ab5bdd151ea7?source=topic_page---------2517------------------1
1835,https://ourgame.mlblogs.com/the-changing-game-part-5-ab8106124a65?source=topic_page---------2518------------------1
1836,https://medium.com/@Glen_R_Hines/the-mysterious-case-of-ron-weaver-cfd4cdb842dc?source=topic_page---------2519------------------1
1837,https://medium.com/@jakepaynting/every-angle-of-nba-coach-of-the-year-df0912adfd1a?source=topic_page---------2520------------------1
1838,https://towardsdatascience.com/playoff-lebron-40ff6f1630fb?source=topic_page---------2521------------------1
1839,https://dodgers.mlblogs.com/photoblog-5-16-at-marlins-d209ae5d0a51?source=topic_page---------2522------------------1
1840,https://ourgame.mlblogs.com/the-changing-game-part-3-9a7c129150a4?source=topic_page---------2523------------------1
1841,https://medium.com/grandstandcentral/the-vegas-golden-knights-are-here-to-stay-ddbf5343f361?source=topic_page---------2524------------------1
1842,https://ourgame.mlblogs.com/the-changing-game-part-4-9d2f151d6970?source=topic_page---------2525------------------1
1843,https://medium.com/grandstandcentral/fifa-world-cup-2018-is-coming-when-we-need-it-most-551ded9eb898?source=topic_page---------2526------------------1
1844,https://medium.com/sportsraid/is-luka-doncic-a-sure-thing-number-one-nba-draft-lottery-pick-real-madrid-basketball-2018-slovenia-6ccfb098f9df?source=topic_page---------2527------------------1
1845,https://medium.com/grandstandcentral/major-league-baseball-is-ready-for-an-automated-strike-zone-2e6bc1df66b3?source=topic_page---------2528------------------1
1846,https://medium.com/@5jrg49/why-kenyan-drake-is-underestimated-80d4f0328f3b?source=topic_page---------2529------------------1
1847,https://medium.com/mel-magazine/can-you-train-to-have-a-photographic-memory-as-good-as-lebrons-4a159fd05215?source=topic_page---------2530------------------1
1848,https://medium.com/@paulbrownUK/world-cup-1950-the-maracanazo-5f737df90425?source=topic_page---------2531------------------1
1849,https://ourgame.mlblogs.com/the-changing-game-part-2-47af7522d5cc?source=topic_page---------2532------------------1
1850,https://medium.com/@brettjc/nadals-promise-93b6fc52b8eb?source=topic_page---------2533------------------1
1851,https://justthewest.com/cardinals-2018-post-draft-thoughts-d9047fe7cbf3?source=topic_page---------2534------------------1
1852,https://medium.com/grandstandcentral/5-best-baseball-books-to-read-this-summer-mlb-3855362748d8?source=topic_page---------2535------------------1
1853,https://ourgame.mlblogs.com/the-changing-game-3b3a5325e128?source=topic_page---------2536------------------1
1854,https://medium.com/sportsraid/top-15-assets-boston-celtics-and-philadelphia-76ers-nba-rankings-embiid-simmons-tatum-fultz-kyrie-hayward-30725eb93bb0?source=topic_page---------2537------------------1
1855,https://medium.com/mel-magazine/cbd-might-help-the-nfl-with-its-concussion-problem-which-might-force-it-to-solve-its-weed-problem-6b18c5deb04e?source=topic_page---------2538------------------1
1856,https://medium.com/@jaketg15/how-an-unwritten-constitutional-provision-saved-sports-betting-in-america-for-now-d87180f502f5?source=topic_page---------2539------------------1
1857,https://medium.com/@carlslylike1/billy-hamilton-might-be-up-to-something-f4f32f411dc7?source=topic_page---------2540------------------1
1858,https://medium.com/@McGive_It_To_Me/a-tale-of-two-pitchers-7ce164f99ec4?source=topic_page---------2541------------------1
1859,https://medium.com/@bradcallas/why-lebron-will-never-usurp-jordan-5afc59c102c2?source=topic_page---------2542------------------1
1860,https://medium.com/@tristandross/a-lifetime-of-arsène-wenger-28a88519530f?source=topic_page---------2543------------------1
1861,https://medium.com/@zhauk33/lions-fans-should-trust-bob-quinn-c5a814618c79?source=topic_page---------2544------------------1
1862,https://medium.com/@edougher/how-the-click-of-a-button-has-changed-the-meaning-of-nba-fandom-35e4c163a059?source=topic_page---------2545------------------1
1863,https://ourgame.mlblogs.com/the-great-baseball-rivalry-118ce290bc38?source=topic_page---------2546------------------1
1864,https://medium.com/@ernio/coming-home-2d86ab97a1b?source=topic_page---------2547------------------1
1865,https://medium.com/@paulbrownUK/the-so-called-worlds-association-football-championship-3f825e7b10e6?source=topic_page---------2548------------------1
1866,https://medium.com/@chloerhein/a-history-of-the-missouri-western-griffon-e7a95d9980ba?source=topic_page---------2549------------------1
1867,https://ourgame.mlblogs.com/baseball-in-london-8977791ecb6e?source=topic_page---------2550------------------1
1868,https://medium.com/@OliverKellyWW/inside-west-yorkshires-strongest-weightlifting-team-d6ed5ad8bcf5?source=topic_page---------2551------------------1
1869,https://rockiesphotos.mlblogs.com/series-recaps-rockies-at-cubs-38a67cbc6530?source=topic_page---------2552------------------1
1870,https://medium.com/s/story/the-last-game-a0c0cd04a53a?source=topic_page---------2553------------------1
1871,https://medium.com/taylor-pak/grit-c29a0a305514?source=topic_page---------2554------------------1
1872,https://medium.com/@megswanick/the-group-of-sixteen-a-bar-by-the-sea-d2f1a195a46a?source=topic_page---------2555------------------1
1873,https://timeline.com/wilma-rudolph-broke-barriers-and-expectations-when-she-won-the-olympics-c3e5de2d412?source=topic_page---------2556------------------1
1874,https://medium.com/the-passion-of-christopher-pierznik-books-rhymes/the-nba-was-not-better-in-the-80s-d0bad8ec77e7?source=topic_page---------2557------------------1
1875,https://medium.com/the-hit-job/what-to-watch-for-in-a-wild-2018-nfl-draft-football-dallas-fox-browns-giants-jets-darnold-rosen-mayfield-a74de18b5c95?source=topic_page---------2558------------------1
1876,https://medium.com/@kevinslavelle/you-must-become-a-head-coach-great-advice-as-a-startup-founder-918f507820f0?source=topic_page---------2559------------------1
1877,https://medium.com/stanford-magazine/stanford-rowing-2638d93085be?source=topic_page---------2560------------------1
1878,https://medium.com/@jimposter/these-sports-are-nt-funny-ff74cfe96db7?source=topic_page---------2561------------------1
1879,https://medium.com/grandstandcentral/lebron-james-health-and-fitness-regime-279804adb749?source=topic_page---------2562------------------1
1880,https://medium.com/@Al_Neal_STL/2018-nfl-draft-looks-like-racism-aint-a-big-deal-87bff218daf1?source=topic_page---------2563------------------1
1881,https://medium.com/@tommycm/hooligans-and-racists-middle-aged-women-and-cabinet-ministers-26818ba8bc48?source=topic_page---------2564------------------1
1882,https://medium.com/@theajayjain/can-we-use-tweet-sentiment-analysis-to-predict-the-nfl-draft-813d853c78b9?source=topic_page---------2565------------------1
1883,https://medium.com/@carolinegracestefko/a-fork-in-the-spurs-franchise-road-ccc7ba1d1be1?source=topic_page---------2566------------------1
1884,https://medium.com/the-hit-job/scouting-the-five-first-round-quarterbacks-2018-nfl-draft-allen-rosen-darnold-mayfield-jackson-football-d768361ec999?source=topic_page---------2567------------------1
1885,https://medium.com/@logansamp/2018-nfl-mock-draft-81198ef63581?source=topic_page---------2568------------------1
1886,https://medium.com/@aarjanistan/adieu-mr-wenger-3f7408f035f4?source=topic_page---------2569------------------1
1887,https://medium.com/@ctucke18/traditions-or-something-bigger-9462ec2370d9?source=topic_page---------2570------------------1
1888,https://720wrestling.com/asuka-lost-now-what-276d85a0c1d9?source=topic_page---------2571------------------1
